Date,Inversed_Close,Close,Predictions,Position,strat_return,bnh_return,strategy,buy_n_hold
1991-01-02,326.45001220703125,326.45001220703125,328.91494591421804,1,,,1.0,1.0
1991-01-03,321.9100036621094,321.9100036621094,330.695152364592,1,-0.0139072089911354,-0.0139072089911354,0.9860927910088646,0.9860927910088646
1991-01-04,321.0,321.0,326.8925743758368,1,-0.002826888421474938,-0.002826888421474938,0.9833052167154618,0.9833052167154618
1991-01-07,315.44000244140625,315.44000244140625,322.1697249524309,1,-0.017320864668516345,-0.017320864668516345,0.9662735201288871,0.9662735201288871
1991-01-08,314.8999938964844,314.8999938964844,321.2103531206157,1,-0.0017119215722241066,-0.0017119215722241066,0.9646193356451096,0.9646193356451096
1991-01-09,311.489990234375,311.489990234375,315.9448149780517,1,-0.010828846389975944,-0.010828846389975944,0.954173621034608,0.954173621034608
1991-01-10,314.5299987792969,314.5299987792969,315.1496056249641,0,0.009659570580853972,0.009759570580853971,0.9633905284733808,0.9634859458354843
1991-01-11,315.2300109863281,315.2300109863281,312.6202749049535,0,0.002225581692519185,0.002225581692519185,0.9633905284733808,0.9656302625175353
1991-01-14,312.489990234375,312.489990234375,315.17552612694993,1,-0.008792131638671773,-0.008692131638671774,0.9633905284733808,0.9572368771614477
1991-01-15,313.7300109863281,313.7300109863281,315.34002292217576,0,0.0038681935124484815,0.003968193512448481,0.9671171094655758,0.9610353783272761
1991-01-16,316.1700134277344,316.1700134277344,313.19013968095277,0,0.00777739570956304,0.00777739570956304,0.9671171094655758,0.968509730755417
1991-01-17,327.9700012207031,327.9700012207031,314.1017581201192,0,0.037321653831241086,0.037321653831241086,0.9671171094655758,1.0046561156588592
1991-01-18,332.2300109863281,332.2300109863281,316.79548446358734,0,0.012989022623316915,0.012989022623316915,0.9671171094655758,1.0177056166738057
1991-01-21,331.05999755859375,331.05999755859375,328.5489653769704,1,-0.0036216969841490585,-0.0035216969841490586,0.9671171094655758,1.014121565872814
1991-01-22,328.30999755859375,328.30999755859375,331.8632654584527,1,-0.008306651423548361,-0.008306651423548361,0.9590836047514957,1.0056976115240055
1991-01-23,330.2099914550781,330.2099914550781,330.85449953893783,0,0.005687194756825098,0.005787194756825098,0.9645380999997953,1.0115177794683687
1991-01-24,334.7799987792969,334.7799987792969,327.6923665354958,0,0.013839700319426829,0.013839700319426829,0.9645380999997953,1.025516882403983
1991-01-25,336.07000732421875,336.07000732421875,329.96321038650075,0,0.003853302316821905,0.003853302316821905,0.9645380999997953,1.0294685089828903
1991-01-28,336.0299987792969,336.0299987792969,334.6409089810096,0,-0.00011904824604980213,-0.00011904824604980213,0.9645380999997953,1.0293459525625324
1991-01-29,335.8399963378906,335.8399963378906,335.37287547320943,0,-0.0005654329735335084,-0.0005654329735335084,0.9645380999997953,1.0287639264197803
1991-01-30,340.9100036621094,340.9100036621094,335.62820141905695,0,0.015096496484944488,0.015096496484944488,0.9645380999997953,1.044294657418814
1991-01-31,343.92999267578125,343.92999267578125,335.1877064999664,0,0.008858610721981464,0.008858610721981464,0.9645380999997953,1.0535456572679325
1991-02-01,343.04998779296875,343.04998779296875,340.59246431220873,1,-0.002658674444081088,-0.0025586744440810882,0.9645380999997953,1.0508499769190085
1991-02-04,348.3399963378906,348.3399963378906,343.33269756963796,0,0.01532051809695555,0.015420518096955549,0.9793153234160453,1.0670546280052733
1991-02-05,351.260009765625,351.260009765625,341.951989356634,0,0.008382653322709377,0.008382653322709377,0.9793153234160453,1.0759993770282341
1991-02-06,358.07000732421875,358.07000732421875,347.9187519053019,0,0.01938734091346661,0.01938734091346661,0.9793153234160453,1.0968601437733583
1991-02-07,356.5199890136719,356.5199890136719,350.0460056391675,1,-0.004428813580701252,-0.004328813580701252,0.9793153234160453,1.0921120406868623
1991-02-08,359.3500061035156,359.3500061035156,357.9395426628061,0,0.007837891779008278,0.007937891779008277,0.9869910909385048,1.1007811078763865
1991-02-11,368.5799865722656,368.5799865722656,355.8681305944768,0,0.02568521027405013,0.02568521027405013,0.9869910909385048,1.1290549020978933
1991-02-12,365.5,365.5,358.91874464036306,1,-0.00845635868596396,-0.00835635868596396,0.9869910909385048,1.1196201143598175
1991-02-13,369.0199890136719,369.0199890136719,368.8990797356492,0,0.009530612896503133,0.009630612896503132,0.996397720958537,1.1304027422723555
1991-02-14,364.2200012207031,364.2200012207031,364.3339112642254,1,-0.013107392379470572,-0.013007392379470573,0.996397720958537,1.1156991502567895
1991-02-15,369.05999755859375,369.05999755859375,368.6250381006935,0,0.013188661582749662,0.013288661582749661,1.0095388733020823,1.1305252986927132
1991-02-19,369.3900146484375,369.3900146484375,363.5579174139353,0,0.000894209862967843,0.000894209862967843,1.0095388733020823,1.1315362255651389
