Date,Close
2004-01-02,0.3799999952316284
2004-01-05,0.39589300751686096
2004-01-06,0.39446398615837097
2004-01-07,0.4033930003643036
2004-01-08,0.41714298725128174
2004-01-09,0.4107140004634857
2004-01-12,0.42375001311302185
2004-01-13,0.4307140111923218
2004-01-14,0.4321430027484894
2004-01-15,0.4080359935760498
2004-01-16,0.4057140052318573
2004-01-20,0.4058929979801178
2004-01-21,0.4037500023841858
2004-01-22,0.3960709869861603
2004-01-23,0.4028570055961609
2004-01-26,0.4108929932117462
2004-01-27,0.4119639992713928
2004-01-28,0.4021430015563965
2004-01-29,0.4050000011920929
2004-01-30,0.4028570055961609
2004-02-02,0.3985710144042969
2004-02-03,0.39750000834465027
2004-02-04,0.38910698890686035
2004-02-05,0.4003570079803467
2004-02-06,0.4055359959602356
2004-02-09,0.4048210084438324
2004-02-10,0.4103569984436035
2004-02-11,0.42500001192092896
2004-02-12,0.42375001311302185
2004-02-13,0.4107140004634857
2004-02-17,0.41357100009918213
2004-02-18,0.41535699367523193
2004-02-19,0.4012500047683716
2004-02-20,0.4000000059604645
2004-02-23,0.39625000953674316
2004-02-24,0.3992860019207001
2004-02-25,0.4073210060596466
2004-02-26,0.4114289879798889
2004-02-27,0.42714300751686096
2004-03-01,0.42892900109291077
2004-03-02,0.42517900466918945
2004-03-03,0.42714300751686096
2004-03-04,0.44928601384162903
2004-03-05,0.47749999165534973
2004-03-08,0.4642859995365143
2004-03-09,0.48392900824546814
2004-03-10,0.4942860007286072
2004-03-11,0.48482099175453186
2004-03-12,0.49214300513267517
2004-03-15,0.4723210036754608
2004-03-16,0.4610710144042969
2004-03-17,0.4676789939403534
2004-03-18,0.45839300751686096
2004-03-19,0.4617860019207001
2004-03-22,0.4617860019207001
2004-03-23,0.45160698890686035
2004-03-24,0.45535698533058167
2004-03-25,0.47982099652290344
2004-03-26,0.48285698890686035
2004-03-29,0.4983929991722107
2004-03-30,0.4985710084438324
2004-03-31,0.48285698890686035
2004-04-01,0.48410698771476746
2004-04-02,0.4910709857940674
2004-04-05,0.5057139992713928
2004-04-06,0.4969640076160431
2004-04-07,0.48767900466918945
2004-04-08,0.49160701036453247
2004-04-12,0.5007140040397644
2004-04-13,0.48089298605918884
2004-04-14,0.4757139980792999
2004-04-15,0.5232139825820923
2004-04-16,0.5210710167884827
2004-04-19,0.5062500238418579
2004-04-20,0.4951789975166321
2004-04-21,0.4951789975166321
2004-04-22,0.4960710108280182
2004-04-23,0.4946430027484894
2004-04-26,0.48446398973464966
2004-04-27,0.48107099533081055
2004-04-28,0.4723210036754608
2004-04-29,0.47803598642349243
2004-04-30,0.46035701036453247
2004-05-03,0.4655359983444214
2004-05-04,0.4667859971523285
2004-05-05,0.4758929908275604
2004-05-06,0.4746429920196533
2004-05-07,0.4762499928474426
2004-05-10,0.4692859947681427
2004-05-11,0.48464301228523254
2004-05-12,0.48750001192092896
2004-05-13,0.48553600907325745
2004-05-14,0.48321399092674255
2004-05-17,0.4757139980792999
2004-05-18,0.48321399092674255
2004-05-19,0.4726789891719818
2004-05-20,0.47696399688720703
2004-05-21,0.48410698771476746
2004-05-24,0.48821398615837097
2004-05-25,0.5073210000991821
2004-05-26,0.5091069936752319
2004-05-27,0.5030360221862793
2004-05-28,0.5010709762573242
2004-06-01,0.5010709762573242
2004-06-02,0.5164290070533752
2004-06-03,0.5071430206298828
2004-06-04,0.513929009437561
2004-06-07,0.5323209762573242
2004-06-08,0.5419639945030212
2004-06-09,0.5392860174179077
2004-06-10,0.54892897605896
2004-06-14,0.5378569960594177
2004-06-15,0.5480359792709351
2004-06-16,0.5846430063247681
2004-06-17,0.5858929753303528
2004-06-18,0.5876790285110474
2004-06-21,0.5773209929466248
2004-06-22,0.5892860293388367
2004-06-23,0.6017860174179077
2004-06-24,0.5924999713897705
2004-06-25,0.6017860174179077
2004-06-28,0.58017897605896
2004-06-29,0.580357015132904
2004-06-30,0.5810710191726685
